spot	row	col	min	max	mean	std_deviation	mean_minus_min	normalized_mean
0	6	2	5746.0	11476.0	7989.401459854014	1028.0454574798296	5520.715328467153	0.2769490919689897
0	6	3	13323.0	20984.0	18329.189781021898	1896.8295084974213	15860.503649635037	0.7956490821556051
0	6	4	5471.0	7518.0	6880.576642335766	505.7576541630641	4411.890510948905	0.2213244114532451
0	6	5	4865.0	7303.0	6305.226277372263	608.4118790741517	3836.540145985402	0.19246170949159347
0	6	6	5994.0	7923.0	7137.510948905109	371.5187058228681	4668.824817518248	0.2342136329882049
0	6	7	5723.0	8330.0	7646.036496350365	458.76042076253964	5177.350364963504	0.259724038837568
0	6	8	4994.0	6669.0	6135.255474452555	298.87888628115394	3666.569343065694	0.18393505004093796
0	6	9	4813.0	6569.0	6056.744525547445	378.2424531574229	3588.0583941605837	0.1799965140514485
0	6	10	6238.0	8649.0	7607.795620437956	580.4624948451492	5139.109489051095	0.2578056686210437
0	6	11	5395.0	7001.0	6467.941605839416	347.3693949746428	3999.255474452555	0.2006243949023129
0	6	12	5292.0	6827.0	6236.8175182481755	353.8072801053708	3768.1313868613142	0.18902995425791042
0	6	13	6891.0	9474.0	8265.576642335767	530.0199042132027	5796.890510948906	0.2908035404348062
0	6	14	7713.0	10121.0	9150.065693430657	441.67400815100046	6681.379562043796	0.33517431939783904
0	6	15	5881.0	7424.0	6904.474452554745	271.5075310485114	4435.788321167884	0.2225232555244229
0	6	16	4432.0	6901.0	6038.744525547445	462.7385875733391	3570.0583941605837	0.17909353620186863
0	6	17	5570.0	7424.0	6752.5474452554745	412.83802497438245	4283.861313868613	0.21490177094974525
0	6	18	6074.0	8219.0	7352.569343065694	496.5936733449017	4883.883211678833	0.2450021311156061
0	6	19	7033.0	8892.0	8150.41605839416	329.35895049268606	5681.729927007299	0.28502645952125333
0	6	20	6410.0	9076.0	8313.51094890511	660.9940944471032	5844.824817518249	0.29320818582742214
0	6	21	6317.0	8674.0	7743.160583941606	418.05979085421296	5274.474452554745	0.26459631104620934
0	6	22	7381.0	9745.0	8950.985401459853	526.8340232185177	6482.299270072992	0.32518736973464313
0	6	23	6281.0	9402.0	8337.985401459853	701.1826982006214	5869.299270072992	0.2944359574128403
0	7	0	7425.0	10456.0	9237.547445255474	719.7169988225654	6768.861313868612	0.339562879627853
0	7	1	7012.0	11420.0	9896.686131386861	1155.1659592496605	7428.0	0.37262885925995365
0	7	2	6336.0	9535.0	8279.452554744526	764.509059797075	5810.766423357665	0.29149963163190734
0	7	3	5841.0	8893.0	7725.941605839416	694.8679282723588	5257.255474452555	0.26373251350072724
0	7	4	5765.0	8246.0	7360.605839416058	565.732195499314	4891.919708029197	0.2454052854596399
0	7	5	4260.0	6726.0	5611.350364963504	578.7011520643458	3142.664233576643	0.15765312175480894
0	7	6	3550.0	4744.0	4413.335766423358	275.1282395477624	1944.6496350364969	0.09755419697952813
0	7	7	4041.0	6019.0	5384.0	523.6026221118005	2915.3138686131388	0.14624799155170118
0	7	8	3971.0	5182.0	4818.569343065694	252.67614111454182	2349.8832116788326	0.11788291606919757
0	7	9	4207.0	6289.0	5532.656934306569	529.1629410731994	3063.970802919708	0.15370543148866117
0	7	10	4300.0	6089.0	5605.094890510949	426.88627916735413	3136.4087591240877	0.15733931315096064
0	7	11	5180.0	6935.0	6428.875912408759	331.8336189501023	3960.189781021898	0.19866464735529288
0	7	12	6452.0	9441.0	8440.48905109489	586.4726200517945	5971.802919708029	0.29957809769736987
0	7	13	7523.0	9711.0	9032.569343065694	514.0565143401984	6563.883211678833	0.3292800637430593
0	7	14	15392.0	23469.0	19955.12408759124	1682.8110517701148	17486.43795620438	0.8772147856947218
0	7	15	7713.0	10540.0	9232.87591240876	586.4798583028521	6764.189781021898	0.3393285301453992
0	7	16	5436.0	7071.0	6527.051094890511	317.9462894237818	4058.36496350365	0.20358964819748634
0	7	17	4753.0	6947.0	5817.773722627737	561.1119867347013	3349.0875912408756	0.16800843951073685
0	7	18	5828.0	7318.0	6870.963503649635	296.0414917451488	4402.2773722627735	0.22084216415888308
0	7	19	5664.0	7692.0	7013.912408759124	457.36718538977095	4545.226277372263	0.22801325832196986
0	7	20	5145.0	6137.0	5773.14598540146	229.19518846151973	3304.459854014599	0.1657696696111703
0	7	21	4499.0	6393.0	5698.394160583942	424.47326108650844	3229.7080291970806	0.16201971172084292
0	7	22	5067.0	7024.0	6021.832116788321	298.61943539599287	3553.14598540146	0.17824511784117258
0	7	23	4969.0	8453.0	7201.496350364963	747.7920551243978	4732.810218978102	0.2374234885556895
0	8	0	4547.0	8389.0	6972.729927007299	800.8693576325963	4504.043795620438	0.22594732116571292
0	8	1	5354.0	7569.0	6866.6277372262775	478.2947344980067	4397.941605839416	0.22062465854548066
0	8	2	7063.0	10004.0	8764.43795620438	710.2141750423505	6295.751824817518	0.31582913579234295
0	8	3	7530.0	11026.0	9753.430656934306	718.6629107915334	7284.744525547445	0.3654423859120809
0	8	4	9754.0	18505.0	15777.175182481751	1837.362115266029	13308.48905109489	0.6676261569174841
0	8	5	3755.0	5745.0	4809.2773722627735	390.953279327049	2340.5912408759123	0.11741678030175424
0	8	6	4374.0	5985.0	5291.328467153285	363.1256894189882	2822.6423357664235	0.14159908369352361
0	8	7	5312.0	8252.0	6873.445255474453	693.3378656023766	4404.759124087592	0.22096666232143672
0	8	8	4334.0	5868.0	5332.116788321168	348.50031786831295	2863.430656934307	0.14364524761219852
0	8	9	4691.0	6736.0	6160.058394160584	391.9179041889677	3691.3722627737225	0.18517929932434116
0	8	10	4826.0	6916.0	6036.394160583942	440.2331327173377	3567.7080291970806	0.1789756291185091
0	8	11	4974.0	6582.0	5963.474452554745	328.29407728554025	3494.7883211678836	0.17531758016583157
0	8	12	5195.0	7721.0	6617.744525547445	550.2103612309018	4149.058394160584	0.20813932369668733
0	8	13	5216.0	7821.0	6608.321167883211	646.9195551215205	4139.63503649635	0.20766659685005
0	8	14	8280.0	12823.0	11389.642335766423	899.3108205832027	8920.956204379561	0.44752365831259583
0	8	15	6998.0	9210.0	8452.467153284671	491.92537470718787	5983.78102189781	0.3001789844172241
0	8	16	5869.0	8765.0	7707.970802919708	706.7147371673366	5239.284671532847	0.26283100033541273
0	8	17	7442.0	11146.0	9882.233576642337	927.3862960490701	7413.547445255475	0.3719038405486122
