spot	row	col	min	max	mean	std_deviation	mean_minus_min	normalized_mean
0	0	0	3399.0	7053.0	5625.3576642335765	973.3633982019305	3409.3795620437954	0.17398577673678467
0	0	1	4488.0	7269.0	6308.58394160584	654.5672194207649	4092.6058394160586	0.20885184324313047
0	0	2	3943.0	7192.0	6180.21897810219	728.1728616213936	3964.2408759124087	0.20230118571892589
0	0	3	2187.0	4873.0	2605.204379562044	458.64982699681445	389.22627737226276	0.019862803469844474
0	0	4	1994.0	2491.0	2215.978102189781	92.99774405496625	0.0	0.0
0	0	5	2594.0	4453.0	3272.6496350364964	414.6213650329389	1056.6715328467153	0.05392354064789898
0	0	6	6899.0	10901.0	9441.248175182482	968.7053806120789	7225.2700729927	0.368716419778471
0	0	7	6880.0	10776.0	9166.985401459853	787.3069696701522	6951.007299270072	0.3547203771414607
0	0	8	7895.0	11086.0	9785.430656934306	715.9093948959608	7569.452554744525	0.38628057048009834
0	0	9	5844.0	10073.0	8594.496350364963	1033.1159331055649	6378.518248175182	0.3255053981649516
0	0	10	6596.0	9685.0	8314.627737226278	608.0742264010411	6098.649635036496	0.31122328109494984
0	0	11	8994.0	12331.0	10853.598540145986	802.030543094636	8637.620437956204	0.4407907872112808
0	0	12	12592.0	16710.0	14495.16788321168	912.4409857576211	12279.189781021898	0.6266255583666341
0	0	13	6364.0	11307.0	9239.883211678833	1016.589034798213	7023.905109489051	0.3584404622486046
0	0	14	5736.0	8502.0	7419.598540145986	536.780564485729	5203.620437956204	0.2655485924243914
0	0	15	5646.0	9397.0	7347.80291970803	752.3759311382299	5131.824817518249	0.26188475372269254
0	0	16	4775.0	8227.0	6491.729927007299	886.0184278362589	4275.751824817518	0.21819805886577445
0	0	17	5322.0	8923.0	7656.423357664234	966.6084258179072	5440.445255474453	0.2776341197400298
0	0	18	5488.0	8358.0	7335.313868613139	687.6284345469026	5119.335766423357	0.2612474186252335
0	0	19	5232.0	7181.0	6574.5474452554745	425.8789004000143	4358.569343065694	0.22242436162192283
0	0	20	5278.0	8581.0	7318.686131386861	885.2530857117245	5102.70802919708	0.26039888013779244
0	0	21	6813.0	11214.0	9670.182481751825	1141.752356860601	7454.204379562043	0.3803992824299638
0	0	22	6404.0	9196.0	8161.189781021898	772.4545344782314	5945.211678832116	0.30339311097006044
0	0	23	3940.0	6249.0	5525.43795620438	556.5033277913539	3309.4598540145985	0.16888672346436134
0	1	0	2718.0	5411.0	4373.051094890511	851.8136129422007	2157.07299270073	0.11007868536878271
0	1	1	4639.0	10953.0	8636.85401459854	1956.1730553939256	6420.875912408759	0.3276669736006937
0	1	2	6244.0	12509.0	10246.080291970802	1489.5803251172408	8030.102189781021	0.4097882155213258
0	1	3	4906.0	11846.0	9598.182481751825	1857.4719268679728	7382.204379562043	0.3767250139312288
0	1	4	4200.0	11268.0	8867.503649635037	2214.1846332363775	6651.525547445255	0.33943737204873986
0	1	5	4273.0	9280.0	7604.569343065694	1512.3702851310454	5388.591240875912	0.2749879312348581
0	1	6	4465.0	8282.0	7281.540145985401	1009.5444518270032	5065.56204379562	0.25850326452647227
0	1	7	4318.0	9329.0	7532.036496350365	1573.9247001980484	5316.058394160584	0.27128647076527884
0	1	8	4819.0	7608.0	6847.78102189781	667.2355690737593	4631.802919708029	0.23636788278100102
0	1	9	4382.0	7697.0	6587.518248175183	845.6083096017309	4371.540145985402	0.22308628124096705
0	1	10	4369.0	6911.0	6237.41605839416	596.084856798877	4021.437956204379	0.2052200389180426
0	1	11	4551.0	9469.0	7987.540145985401	1448.8849059890574	5771.56204379562	0.29453150841684617
0	1	12	5268.0	8298.0	7217.306569343065	628.7095860247938	5001.328467153284	0.2552253283151109
0	1	13	4968.0	11473.0	8835.890510948906	1706.7133304500105	6619.912408759124	0.3378241059428983
0	1	14	4608.0	7865.0	6729.540145985401	764.2096360696737	4513.56204379562	0.23033387270283717
0	1	15	3068.0	4323.0	3831.4306569343066	285.9553851364507	1615.4525547445255	0.08243897823748349
0	1	16	4158.0	5640.0	4879.8978102189785	326.8282127615887	2663.9197080291974	0.13594383703293134
0	1	17	4365.0	5977.0	5376.138686131387	398.08494110002954	3160.1605839416056	0.161267756729454
0	1	18	4200.0	5295.0	4831.43795620438	279.66744593076834	2615.4598540145985	0.13347085765710998
0	1	19	5251.0	8829.0	7027.92700729927	989.3216008594007	4811.94890510949	0.24556100388286445
0	1	20	4067.0	6784.0	5797.058394160584	701.5709658291605	3581.0802919708026	0.18274792372540427
0	1	21	6014.0	11516.0	8813.56204379562	1542.2871187895034	6597.583941605839	0.33668465061669894
0	1	22	7346.0	15480.0	11304.905109489051	2181.0630937390965	9088.92700729927	0.4638216415308557
0	1	23	7418.0	11277.0	9575.941605839416	701.474044281286	7359.963503649635	0.37559002851804496
0	2	0	2952.0	7271.0	5335.8978102189785	1388.5806617501	3119.9197080291974	0.1592142041915864
0	2	1	3123.0	9209.0	4768.8978102189785	1522.0260118200788	2552.9197080291974	0.13027933976404818
0	2	2	3450.0	9756.0	5325.824817518248	1759.5457715065616	3109.846715328467	0.15870016419480473
0	2	3	4076.0	7071.0	5940.423357664234	933.513608730854	3724.4452554744526	0.190064053853512
0	2	4	5335.0	7497.0	6741.78102189781	603.3947068745649	4525.802919708029	0.23095854304675226
0	2	5	5348.0	12281.0	10041.642335766423	2180.4547648208154	7825.664233576641	0.3993554385431658
0	2	6	4438.0	8807.0	7043.116788321168	1156.2220684428728	4827.138686131388	0.24633616129830113
0	2	7	4507.0	8750.0	7355.956204379562	1332.4630657535135	5139.978102189782	0.2623008281258847
0	2	8	4650.0	8788.0	7579.445255474453	1044.2627847075266	5363.467153284671	0.27370581118491427
0	2	9	3730.0	7436.0	5961.532846715329	982.7667580618483	3745.5547445255474	0.19114130289024572
0	2	10	4411.0	7727.0	6601.656934306569	978.7879918098305	4385.678832116788	0.22380779970021777
0	2	11	4840.0	8492.0	7169.3576642335765	1021.9178677802936	4953.379562043796	0.25277842343188
0	2	12	3827.0	8440.0	6407.6277372262775	1280.1539774533746	4191.649635036496	0.21390619738539882
0	2	13	3612.0	6628.0	5463.116788321168	789.0828636283785	3247.138686131387	0.1657063803538383
0	2	14	3621.0	6245.0	5274.379562043796	649.7109326845338	3058.401459854015	0.15607483528370536
0	2	15	2726.0	4047.0	3618.094890510949	342.03703968695964	1402.1167883211679	0.07155213259549968
0	2	16	2953.0	4554.0	3978.204379562044	416.9743104423985	1762.2262773722628	0.08992906248044412
0	2	17	4083.0	6027.0	5110.598540145986	461.66163219928944	2894.6204379562046	0.14771684293023657
0	2	18	4191.0	7255.0	6270.240875912409	799.1427992611782	4054.262773722628	0.20689513882059854
0	2	19	5365.0	7959.0	7017.350364963504	556.2282856467677	4801.3722627737225	0.24502126188624365
0	2	20	4589.0	6327.0	5790.43795620438	400.3341226091075	3574.4598540145985	0.18241007279998328
0	2	21	3119.0	4245.0	3838.700729927007	263.577937044287	1622.722627737226	0.08280998101776937
0	2	22	4838.0	6398.0	5830.576642335766	363.02754154608726	3614.598540145985	0.1844584104393328
0	2	23	4321.0	6238.0	5593.773722627737	453.57793274048106	3377.7956204379557	0.17237400060194824
0	3	0	3714.0	7910.0	6013.262773722628	1398.114130398059	3797.2846715328465	0.19378115901864545
0	3	1	4819.0	12958.0	9839.467153284671	2527.0435849354003	7623.48905109489	0.38903813431790607
0	3	2	4820.0	10175.0	8317.978102189782	1407.7004583359746	6102.0	0.31139425526779246
0	3	3	4677.0	10171.0	7978.78102189781	1578.48348533037	5762.802919708029	0.2940845171152969
