row	col	adjusted_average	adjusted_average_std_deviation	relative_adjusted_average_std_deviation	normalized_average	normalized_average_std_deviation	relative_normalized_average_std_deviation
0	0	850.9963503649635	224.64598540145988	26.39799633748333	0.04271677506515236	0.012288301304347625	28.766921860569518
0	1	2273.916058394161	87.82846715328076	3.862432248941731	0.11348693323799872	0.0072854961034170395	6.419678367850762
0	2	2396.014598540146	248.82481751825011	10.38494580416393	0.11914431324839557	0.009343560751269629	7.842221333543547
0	3	198.53284671532856	12.109489051094652	6.099488951799575	0.009883126716613035	3.500034056256528E-4	3.541423839454722
0	4	25.244525547445164	25.244525547445164	100.0	0.0012263940857911997	0.0012263940857911997	100.0
0	5	280.675182481752	267.55109489051125	95.32410116377353	0.014336099908744161	0.013698523917345412	95.55265382177012
0	6	4489.941605839416	974.3284671532855	21.700248080868526	0.22510836316712174	0.05431778312190289	24.129615780457282
0	7	5116.430656934306	367.9708029197112	7.19194351673661	0.25556930593797245	0.02488629822465093	9.737592757203371
0	8	5308.660583941606	644.0766423357667	12.132563989569451	0.2655065681318824	0.03889830219673803	14.65059884221639
0	9	5090.883211678833	757.5182481751807	14.879898372788874	0.2547934536982246	0.04427600298093404	17.377213714985864
0	10	4803.069343065693	576.3029197080298	11.998638340294884	0.24021178036502228	0.034872950214131684	14.517585341209855
0	11	7133.087591240876	448.8686131386911	6.2927674362205	0.35622075536853703	0.03149741654122305	8.842105931934432
0	12	9322.018248175184	1142.441605839407	12.255303255419435	0.46624467158152927	0.06887596684658782	14.772494152685221
0	13	6014.6824817518245	487.92335766423093	8.11220474471529	0.3005083639941871	0.0320151142147504	10.653651628601487
0	14	4102.368613138686	590.7554744525555	14.40035087438361	0.2052941722493739	0.034697914586405566	16.901558483724266
0	15	4517.967153284671	255.25912408759135	5.649866752617087	0.2255865819376763	0.018501687169629133	8.201590276650704
0	16	3278.989051094891	850.5145985401454	25.93831773412446	0.16457349384424946	0.046596758630480635	28.313647320740053
0	17	4252.91605839416	1051.6751824817532	24.72833152693003	0.21338942246731082	0.05787123417601454	27.120010686040377
0	18	4101.445255474453	970.5036496350369	23.662479667128206	0.20573352164933695	0.053630513765805625	26.06795107372745
0	19	3221.948905109489	924.4890510948919	28.693473370381575	0.16182409468936015	0.05021212670007201	31.028832138044663
0	20	3679.9379562043796	1156.4270072992701	31.425176757383447	0.18495532711046642	0.06236166230381014	33.71714850179147
0	21	5268.361313868613	1817.470802919708	34.49783897955776	0.2649971058947988	0.09735078965143344	36.73654824369317
0	22	4482.8576642335765	1086.2737226277375	24.231724582615207	0.22489825279877723	0.05989018203706193	26.62990098488998
0	23	2266.4963503649633	1053.2043795620436	46.46839071205436	0.11435092077458811	0.055408474241611466	48.45476876468207
1	0	2562.259124087591	277.79197080292187	10.84168139714762	0.1273960366306368	0.01057533698747568	8.30115070073732
1	1	6041.784671532847	650.6313868613053	10.768860895140692	0.302067616320849	0.04016217898201621	13.295757907182246
1	2	6209.3722627737225	1039.445255474451	16.7399410356842	0.3109203030588793	0.05976217002889715	19.221057435281068
1	3	7565.828467153284	318.0985401460015	4.20441120925504	0.3776295381724647	0.025530501841271397	6.760726918986811
1	4	7217.470802919708	180.11313868610924	2.495516000054305	0.36008448093336337	0.018205454417578072	5.05588421094636
1	5	5287.996350364963	210.4489051094816	3.979747548330985	0.26392202001498166	0.017251741126902406	6.53668122346256
1	6	4807.890510948905	305.14598540146477	6.346774842450394	0.24010557026910118	0.02135955955158318	8.895903384350557
1	7	3954.4671532846714	993.5474452554752	25.12468574761613	0.1984348274405594	0.05459158461133901	27.511090323946167
1	8	3627.0218978102193	1002.9416058394156	27.651931366748357	0.182120815064775	0.0546414316766437	30.002848195693254
1	9	4493.952554744526	11.835766423125255	0.2633709697408699	0.22404784783507534	0.005153967713545542	2.3003870661321626
1	10	3349.64598540146	613.4927007299258	18.315150418989656	0.16779340526636455	0.03486944914634433	20.781179743620218
1	11	5243.558394160584	519.1496350365037	9.900712379109718	0.26210097328020143	0.03258638208059402	12.432758899280108
1	12	4480.649635036497	471.0729927007295	10.513497619121305	0.22400182531097415	0.029214204072247035	13.041949114338665
1	13	5993.178832116788	869.5072992700758	14.508282225961313	0.29992395165788055	0.051012937124836094	17.00862396712681
1	14	4751.21897810219	125.12408759124942	2.6335154866136805	0.2367300339675239	1.6561633163564965E-4	0.06995999994591727
1	15	1469.9635036496352	134.6569343065691	9.16056310052882	0.07346269773871797	0.008592709341324485	11.696697243389908
1	16	2099.149635036496	498.2080291970812	23.733802530395568	0.1052978325324124	0.027523135859722186	26.13836885127727
1	17	2744.200729927007	375.55109489051296	13.685263282489625	0.13730251315507314	0.022232103205767132	16.192058466298864
1	18	1912.8102189781023	548.3503649635036	28.667264505542725	0.0960712682100009	0.029784995880657115	31.0030214398237
1	19	4044.795620437956	691.6277372262801	17.099201100089036	0.20255258627781303	0.03965369348986837	19.576987003010146
1	20	2760.164233576642	780.5072992700739	28.277567319198486	0.13861604122199878	0.04244312834367298	30.61920393159889
1	21	5360.631386861314	1070.3613138686108	19.96707545480598	0.268642637726357	0.06021876245579525	22.415936265908353
1	22	7799.97810218978	1126.8102189780982	14.446325415474634	0.39033763235838365	0.06615116230246988	16.94716492047941
1	23	4239.985401459854	3060.8467153284673	72.19002957591785	0.21531280051199625	0.15802954088878315	73.39533019541886
2	0	3732.445255474453	7.189781021764522	0.19262924248437735	0.18608596399791844	0.004412266738005511	2.371090566537768
