row	col	adjusted_average	adjusted_average_std_deviation	relative_adjusted_average_std_deviation	normalized_average	normalized_average_std_deviation	relative_normalized_average_std_deviation
0	0	3170.649635036496	22.649635036556536	0.7143531340162038	0.16732613543413888	0.02612499790450073	15.61322015638362
0	1	3971.78102189781	205.46715328467323	5.1731742548710855	0.2109971099744337	0.04206197574894857	19.934858706853937
0	2	3737.0072992700734	347.48905109488896	9.298591714358222	0.19973720175764295	0.047702947526447874	23.88285562562835
0	3	444.01459854014615	154.3941605839416	34.772316291303625	0.024621252823564848	0.011630549109699514	47.2378444470055
0	4	58.427007299270144	58.427007299270144	100.0	0.002620698822461695	0.002620698822461695	100.0
0	5	543.7445255474454	481.8321167883209	88.61369524653315	0.03245340420769374	0.029676370362716517	91.44301218077186
0	6	5709.645985401461	1273.0912408759107	22.297200984631555	0.31100741201849963	0.11200913481407755	36.01494063666075
0	7	6023.890510948905	532.4817518248178	8.83949917178922	0.32175008216565554	0.07543713317310786	23.44587844868629
0	8	6611.014598540146	912.4160583941616	13.801452784503649	0.35568911172160206	0.10008282322307965	28.137724750319176
0	9	5266.693430656935	697.9489051094861	13.252127056547286	0.28313378411399703	0.07820623516558331	27.621654339241775
0	10	5132.514598540146	609.5145985401481	11.875555087822134	0.2753648771803109	0.07248916401431564	26.324767616187017
0	11	8041.737226277373	508.75182481751585	6.326392053138795	0.42793889287067904	0.09005258166347131	21.043327251558026
0	12	10732.164233576643	1631.6678832116809	15.20353069241007	0.5786004430300942	0.17040462449265661	29.4511742162274
0	13	6438.251824817518	714.1058394160582	11.091610872743368	0.3450222045579645	0.08827000489964257	25.583862062655452
0	14	4596.594890510949	643.5583941605844	14.000763815169442	0.24738033322869657	0.07006989803783042	28.324764997811148
0	15	4781.040145985402	278.09854014598204	5.816695356124524	0.2542301579011753	0.05225414869721704	20.553874933094814
0	16	3291.3138686131388	713.4525547445247	21.676831296711068	0.17911904281459481	0.06349104093661011	35.44628194687784
0	17	4407.963503649635	736.182481751824	16.70119276491948	0.23816450631583608	0.07346957078479804	30.848245156802736
0	18	4232.240875912409	821.7664233576655	19.416815995391676	0.2295738371293488	0.07659960834392951	33.36600080468707
0	19	3466.452554744526	788.5912408759128	22.749229317925316	0.1889426979403438	0.068829272379715	36.428649071924944
0	20	3941.3248175182484	1145.9014598540152	29.074017314197416	0.21678622177271625	0.09139964045787814	42.161185203782765
0	21	5824.215328467153	1248.01094890511	21.427967177057784	0.31684998918006513	0.11158783417299006	35.21787533013768
0	22	4748.726277372263	1102.1204379562037	23.20875901413439	0.25900598231331323	0.09544026037946048	36.84867026121764
0	23	2522.8430656934306	812.0328467153275	32.18721202906577	0.13938249010594006	0.06264540337879988	44.94495924931831
1	0	2151.014598540146	796.8832116788326	37.04685278378225	0.10712971847082522	0.02509598804888543	23.42579482808951
1	1	4856.040145985402	497.93795620438283	10.253991755320214	0.2520819419610267	0.011933340201824304	4.7339131510139145
1	2	6436.474452554745	244.95620437956026	3.8057512103125495	0.3412395601638708	0.06352373434498607	18.615583232635913
1	3	6548.543795620438	662.0109489051089	10.109284897015597	0.34001602528937713	0.01659209512840546	4.879797978428941
1	4	5958.051094890511	1058.6350364963484	17.768142965477583	0.30576817904350956	0.008959922430524877	2.930299175850446
1	5	4384.135036496351	715.2591240875885	16.314714718714477	0.22549557903835477	0.003233854311851131	1.4341098506862884
1	6	4313.660583941606	206.61678832115788	4.789824890032536	0.22577983640199029	0.023026244625310607	10.198538980386836
1	7	3804.5620437956204	334.64963503649534	8.796009400930473	0.20319754752778163	0.047557274578291335	23.40445303444875
1	8	3539.1131386861316	329.18613138685805	9.301373493503682	0.1891608421672873	0.04518201598629483	23.885501602037394
1	9	4241.854014598541	586.8175182481718	13.833986653680482	0.21900485239187273	0.0024184759004685003	1.1043024271174777
1	10	3201.729927007299	206.96350364963715	6.464114974341036	0.1704138728594881	0.03608591046632787	21.1754535360404
1	11	4965.386861313869	306.2773722627711	6.168247929462003	0.2593534403041013	0.02289696430177308	8.82847911133377
1	12	4349.635036496351	48.89051094888415	1.1240140963244047	0.22968537805622363	0.036778764577296265	16.01267128475778
1	13	5653.715328467153	197.6934306569485	3.496699412181892	0.2964940489987785	0.03403357474871215	11.478670436603725
1	14	4713.233576642336	639.0218978102196	13.558035845646609	0.2434442175319701	0.003372882925257525	1.3854849211255487
1	15	1730.1751824817518	172.88321167883083	9.99223740054162	0.08985074908392254	0.004490517177695937	4.9977515195802065
