spot	row	col	min	max	mean	std_deviation	mean_minus_min	normalized_mean
0	0	0	4398.0	7195.0	5989.058394160584	780.311068877091	3567.3868613138684	0.05686789314236963
0	0	1	5390.0	8945.0	7669.510948905109	942.697741128746	5247.839416058394	0.08365607172495196
0	0	2	4923.0	7022.0	6172.92700729927	525.3527195389848	3751.255474452555	0.05979895193994437
0	0	3	2245.0	3433.0	2458.4817518248174	193.25889760316574	36.81021897810206	5.867935496692851E-4
0	0	4	2191.0	2688.0	2421.6715328467153	122.43402241790156	0.0	0.0
0	0	5	2268.0	3582.0	2957.693430656934	254.18822813846722	536.0218978102189	0.008544751996820166
0	0	6	6426.0	10323.0	8858.335766423357	1074.4621313597156	6436.664233576642	0.10260718785445565
0	0	7	7878.0	10910.0	9906.70802919708	582.4340553505751	7485.036496350364	0.1193193427539898
0	0	8	7791.0	11529.0	10644.226277372263	800.94040309153	8222.554744525547	0.13107615819293184
0	0	9	6516.0	11282.0	9648.722627737227	1271.0728662521499	7227.051094890511	0.11520678451097745
0	0	10	6652.0	9662.0	8529.07299270073	730.6625683244878	6107.401459854015	0.09735839344001349
0	0	11	8718.0	11509.0	10521.182481751825	617.3852146109965	8099.510948905109	0.1291147108665834
0	0	12	12277.0	16997.0	15822.759124087592	992.5895316377632	13401.087591240877	0.21362741041478847
0	0	13	7960.0	12037.0	10753.0	1004.3335074155632	8331.328467153286	0.1328101255689326
0	0	14	6399.0	9790.0	8560.532846715329	777.668934277068	6138.861313868613	0.09785989655305624
0	0	15	5426.0	11229.0	8487.554744525547	1422.093397485614	6065.883211678832	0.09669654896043407
0	0	16	5113.0	8310.0	6942.934306569343	862.2842884931003	4521.262773722628	0.07207367697428162
0	0	17	5232.0	8815.0	7497.343065693431	938.0127965228046	5075.671532846715	0.08091153485085925
0	0	18	5000.0	8872.0	7471.620437956204	954.9409138742476	5049.948905109489	0.08050148915007906
0	0	19	5257.0	7928.0	6827.8175182481755	670.2519962778058	4406.14598540146	0.07023859446945625
0	0	20	4462.0	8451.0	6950.029197080292	1100.8565043905176	4528.3576642335765	0.0721867769802857
0	0	21	5571.0	11194.0	8799.686131386861	1444.807125087396	6378.014598540146	0.10167225107642815
0	0	22	5781.0	8951.0	7699.270072992701	902.2876766997648	5277.598540145986	0.08413046341680239
0	0	23	3938.0	6581.0	5641.306569343065	624.2827244366576	3219.63503649635	0.05132436383573783
0	1	0	2899.0	6112.0	4455.430656934306	1098.23028627893	2033.7591240875909	0.03242025635070496
0	1	1	3924.0	11233.0	8293.985401459853	2409.9040680973953	5872.313868613138	0.09361085033983525
0	1	2	3865.0	11194.0	8554.0	2409.2672030894273	6132.328467153285	0.09775575611542903
0	1	3	3528.0	12271.0	8374.83211678832	2891.9686368645125	5953.160583941605	0.09489963188973354
0	1	4	3984.0	11488.0	8812.890510948906	2372.733741286967	6391.218978102191	0.10188274275426908
0	1	5	3405.0	8856.0	6517.138686131387	1768.7754537037006	4095.4671532846714	0.06528604760160499
0	1	6	3546.0	8370.0	6179.291970802919	1621.2271412538094	3757.620437956204	0.059900416142861596
0	1	7	4230.0	9386.0	7427.21897810219	1592.7892235068443	5005.5474452554745	0.07979368324830664
0	1	8	4167.0	8318.0	6659.401459854014	1321.4991123044247	4237.729927007299	0.0675538656232299
0	1	9	4434.0	8861.0	7014.649635036496	1241.5609695249202	4592.978102189781	0.07321689462756353
0	1	10	4937.0	8341.0	7012.832116788321	1031.2423373643521	4591.160583941606	0.07318792147787731
0	1	11	5642.0	10510.0	8622.248175182482	1295.9588420583214	6200.576642335766	0.09884370370404846
0	1	12	5476.0	8928.0	7906.459854014599	924.6283435759993	5484.788321167884	0.08743328612300162
0	1	13	6499.0	12967.0	10414.868613138686	1923.043493197231	7993.19708029197	0.1274199561469853
0	1	14	6740.0	10523.0	9174.029197080292	744.2737670492846	6752.3576642335765	0.1076396726895135
0	1	15	5171.0	10350.0	6243.080291970803	933.861976972619	3821.4087591240877	0.06091726897462046
0	1	16	5465.0	7528.0	6554.970802919708	547.8825676774101	4133.299270072993	0.06588913127559586
0	1	17	5266.0	7672.0	6909.014598540146	563.8897209848521	4487.343065693431	0.07153296120483621
0	1	18	4881.0	6365.0	5828.890510948905	327.95347318035914	3407.21897810219	0.05431464887102457
0	1	19	5271.0	9595.0	7579.605839416058	1170.345721657043	5157.934306569343	0.082222889858746
0	1	20	5191.0	8833.0	6894.693430656935	925.5442640608487	4473.021897810219	0.07130466674827243
0	1	21	6557.0	13403.0	9858.39416058394	2006.2257158422697	7436.722627737226	0.11854916894767192
0	1	22	6493.0	15448.0	11218.109489051094	2500.4103006801765	8796.43795620438	0.14022445929586635
0	1	23	7547.0	11615.0	10461.14598540146	880.2972220334414	8039.474452554744	0.1281576660626909
0	2	0	4020.0	8331.0	6504.240875912409	1500.9944229505447	4082.569343065694	0.06508044296106055
0	2	1	4562.0	10457.0	6402.36496350365	1536.726863843258	3980.6934306569347	0.06345643392423045
0	2	2	4738.0	10562.0	6649.540145985401	1628.975589382149	4227.868613138686	0.06739666592352671
0	2	3	5371.0	11986.0	7542.262773722628	1670.4494563813066	5120.591240875912	0.08162760217282332
0	2	4	5199.0	8166.0	7077.810218978102	757.5139246715372	4656.138686131387	0.07422374066866771
0	2	5	6101.0	12801.0	10363.839416058394	2150.4335377997095	7942.167883211679	0.12660649715318442
