spot	row	col	min	max	mean	std_deviation	mean_minus_min	normalized_mean
0	0	0	3620.0	7053.0	5605.759124087591	987.6625668536461	3443.2919708029194	0.19542308367883285
0	0	1	4488.0	7269.0	6308.58394160584	654.5672194207649	4146.116788321168	0.23531171185502606
0	0	2	4413.0	7192.0	6215.832116788321	661.1843714718116	4053.36496350365	0.2300476076848381
0	0	3	2120.0	4141.0	2477.036496350365	350.3346385277083	314.5693430656934	0.017853296082349854
0	0	4	1785.0	2341.0	2162.4671532846714	114.82583045478374	0.0	0.0
0	0	5	2768.0	4895.0	3411.985401459854	481.0084991514223	1249.5182481751826	0.07091606266384301
0	0	6	6899.0	10901.0	9441.248175182482	968.7053806120789	7278.78102189781	0.41310520420100943
0	0	7	5900.0	10776.0	8991.240875912408	1040.3757418352404	6828.773722627737	0.3875651643649933
0	0	8	7321.0	11086.0	9704.328467153284	816.0070024703963	7541.861313868612	0.4280362534259967
0	0	9	5931.0	10073.0	8684.751824817518	924.0906562114893	6522.284671532847	0.37017046301911927
0	0	10	6596.0	9685.0	8314.627737226278	608.0742264010411	6152.160583941606	0.34916417277297773
0	0	11	8994.0	12331.0	10853.598540145986	802.030543094636	8691.131386861314	0.4932627586275464
0	0	12	10745.0	16710.0	14276.131386861314	1134.119532925654	12113.664233576643	0.6875076639590105
0	0	13	7851.0	11307.0	9380.766423357663	806.4003554538428	7218.299270072992	0.4096725791003422
0	0	14	5583.0	8502.0	7398.175182481752	579.5440004841817	5235.708029197081	0.29715116144191794
0	0	15	5646.0	9397.0	7347.80291970803	752.3759311382299	5185.335766423358	0.29429229759691383
0	0	16	4202.0	8227.0	6409.620437956204	1013.4404284081821	4247.153284671533	0.24104601026721942
0	0	17	5052.0	8923.0	7646.941605839416	995.525672301879	5484.474452554745	0.31126983101177513
0	0	18	5266.0	8358.0	7331.56204379562	704.5683687164733	5169.094890510949	0.29337055117536126
0	0	19	4503.0	7181.0	6463.591240875912	646.6971124234523	4301.124087591241	0.24410910826315627
0	0	20	5066.0	8581.0	7250.430656934306	983.4930305355831	5087.963503649635	0.28876596174814484
0	0	21	6098.0	11214.0	9542.080291970802	1365.6912710849263	7379.613138686131	0.41882790310767315
0	0	22	5447.0	9196.0	8053.656934306569	974.8494939488337	5891.189781021898	0.3343528470157786
0	0	23	3345.0	6249.0	5412.6423357664235	731.5054253470381	3250.175182481752	0.1844627937574775
0	1	0	2385.0	5411.0	3960.204379562044	997.1007614629979	1797.7372262773724	0.1020300791749106
0	1	1	3645.0	10953.0	7657.021897810219	2490.543011506531	5494.554744525548	0.31184193519521963
0	1	2	5394.0	12509.0	9855.372262773722	1930.1194530516807	7692.905109489051	0.4366087022804627
0	1	3	4296.0	11846.0	9124.007299270073	2277.140859190179	6961.540145985402	0.3951002860106649
0	1	4	3742.0	11268.0	8302.693430656935	2520.106911720343	6140.226277372263	0.34848684450365713
0	1	5	3491.0	9280.0	6778.1824817518245	1954.0252655772863	4615.715328467153	0.26196364714967
0	1	6	3605.0	8282.0	6651.649635036496	1562.3049741404943	4489.1824817518245	0.25478231042265276
0	1	7	3839.0	9329.0	7080.824817518248	1807.8201730008916	4918.3576642335765	0.27914002923075387
0	1	8	4266.0	7608.0	6637.6423357664235	918.4032798128362	4475.175182481752	0.25398733002581714
0	1	9	3987.0	7697.0	6363.335766423358	1080.5132922214511	4200.868613138687	0.23841913653280836
0	1	10	3818.0	6911.0	5823.8978102189785	1003.8273615684147	3661.430656934307	0.2078034844914611
0	1	11	3919.0	9469.0	7190.007299270073	1926.9198161541403	5027.540145985402	0.2853366507919148
0	1	12	4757.0	8298.0	7026.211678832116	875.9994999885839	4863.744525547445	0.27604047564600953
0	1	13	4349.0	11473.0	8416.846715328467	2052.2165451993283	6254.379562043796	0.35496558261002126
0	1	14	3833.0	7865.0	6447.131386861314	1056.9012685365137	4284.664233576643	0.24317493379996485
0	1	15	2891.0	4323.0	3772.3795620437954	363.73069246083986	1609.912408759124	0.09137013359316223
0	1	16	3454.0	5640.0	4748.328467153285	521.8402689674451	2585.8613138686133	0.14675984383751411
0	1	17	3819.0	5977.0	5314.905109489051	513.8147824220961	3152.4379562043796	0.17891574450597703
0	1	18	4200.0	5295.0	4831.43795620438	279.66744593076834	2668.970802919708	0.15147669990753534
